'14-Nov-2024 14:35:01.812';-0.0101690000000000;-0.0933200000000000;9.82612600000000
'14-Nov-2024 14:35:01.878';-0.00388800000000000;-0.0969090000000000;9.82164000000000
'14-Nov-2024 14:35:01.945';-0.00957100000000000;-0.102592000000000;9.82253700000000
'14-Nov-2024 14:35:02.012';0.000598000000000000;-0.0987040000000000;9.82672400000000
'14-Nov-2024 14:35:02.078';-0.0146560000000000;-0.0993020000000000;9.82014400000000
'14-Nov-2024 14:35:02.145';-0.00329000000000000;-0.0969090000000000;9.81595700000000
'14-Nov-2024 14:35:02.212';-0.00987000000000000;-0.0999000000000000;9.81506000000000
'14-Nov-2024 14:35:02.278';-0.00418700000000000;-0.100499000000000;9.80130100000000
'14-Nov-2024 14:35:02.345';-0.0116650000000000;-0.0996010000000000;9.80967500000000
'14-Nov-2024 14:35:02.412';-0.00568300000000000;-0.0978070000000000;9.80967500000000
'14-Nov-2024 14:35:02.478';-0.00837500000000000;-0.0951150000000000;9.80160000000000
'14-Nov-2024 14:35:02.545';-0.00388800000000000;-0.101097000000000;9.80578700000000
'14-Nov-2024 14:35:02.612';-0.0164510000000000;-0.100199000000000;9.80997500000000
'14-Nov-2024 14:35:02.678';-0.00687900000000000;-0.0972080000000000;9.81147000000000
'14-Nov-2024 14:35:02.745';0.000299000000000000;-0.102293000000000;9.81266700000000
'14-Nov-2024 14:35:02.812';-0.0101690000000000;-0.0939180000000000;9.81176900000000
'14-Nov-2024 14:35:02.878';-0.000299000000000000;-0.0951150000000000;9.80638500000000
'14-Nov-2024 14:35:02.945';-0.0107680000000000;-0.0954140000000000;9.80578700000000
'14-Nov-2024 14:35:03.012';-0.000897000000000000;-0.104088000000000;9.80818000000000
'14-Nov-2024 14:35:03.078';-0.0170490000000000;-0.0987040000000000;9.81775100000000
'14-Nov-2024 14:35:03.145';-0.00508500000000000;-0.0900300000000000;9.81924700000000
'14-Nov-2024 14:35:03.212';0.00538400000000000;-0.0891330000000000;9.81565800000000
'14-Nov-2024 14:35:03.278';-0.0128610000000000;-0.0987040000000000;9.81147000000000
'14-Nov-2024 14:35:03.345';0.00119600000000000;-0.0984050000000000;9.81506000000000
'14-Nov-2024 14:35:03.412';-0.0110670000000000;-0.0963110000000000;9.80758200000000
'14-Nov-2024 14:35:03.478';-0.00119600000000000;-0.0903290000000000;9.81655500000000
'14-Nov-2024 14:35:03.545';-0.00538400000000000;-0.103190000000000;9.81117100000000
'14-Nov-2024 14:35:03.612';-0.0107680000000000;-0.0915250000000000;9.81715300000000
'14-Nov-2024 14:35:03.678';-0.000299000000000000;-0.0993020000000000;9.81715300000000
'14-Nov-2024 14:35:03.745';-0.0116650000000000;-0.0996010000000000;9.81775100000000
'14-Nov-2024 14:35:03.812';-0.00598200000000000;-0.107378000000000;9.81416200000000
'14-Nov-2024 14:35:03.878';-0.00508500000000000;-0.0951150000000000;9.82074300000000
'14-Nov-2024 14:35:03.945';-0.00927200000000000;-0.0978070000000000;9.81416200000000
'14-Nov-2024 14:35:04.012';-0.0176470000000000;-0.0972080000000000;9.82582700000000
'14-Nov-2024 14:35:04.078';0.000598000000000000;-0.108873000000000;9.80578700000000
'14-Nov-2024 14:35:04.145';-0.00119600000000000;-0.103190000000000;9.82164000000000
'14-Nov-2024 14:35:04.212';-0.0137590000000000;-0.0981060000000000;9.81984500000000
